Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment
12661.0,72,11,162.00000000000003,2,1,1,211,Hibernating
12662.0,9,176,3138.2400000000002,5,5,5,555,Champions
12663.0,260,10,239.4,1,1,1,111,Hibernating
12664.0,150,8,1188.16,2,1,4,214,Hibernating
12665.0,53,14,250.6,3,1,1,311,About_to_Sleep
12666.0,30,31,1248.42,4,2,4,424,Potential_Loyalists
12668.0,14,378,7637.530000000001,5,5,5,555,Champions
12670.0,21,23,764.24,4,2,3,423,Potential_Loyalists
12671.0,242,45,2622.481,1,3,5,135,At_Risk
12672.0,231,12,211.15000000000003,1,1,1,111,Hibernating
12673.0,37,32,619.5,3,2,3,323,About_to_Sleep
12675.0,189,113,958.5000000000001,1,4,3,143,At_Risk
12676.0,44,62,1511.7,3,4,4,344,Loyal_Customers
12677.0,191,21,395.1,1,2,2,122,Hibernating
12678.0,11,211,16652.72,5,5,5,555,Champions
12681.0,3,827,17080.739999999998,5,5,5,555,Champions
12682.0,1,514,11745.69,5,5,5,555,Champions
12683.0,1,197,4220.21,5,5,5,555,Champions
12686.0,7,7,89.14,5,1,1,511,New_Customers
12687.0,116,126,2138.9099999999994,2,4,4,244,At_Risk
12691.0,56,7,134.6,3,1,1,311,About_to_Sleep
12692.0,273,13,110.95,1,1,1,111,Hibernating
12693.0,32,40,847.1099999999999,4,3,3,433,Potential_Loyalists
12694.0,57,46,973.68,3,3,3,333,Need_Attention
12695.0,164,32,825.02,2,2,3,223,Hibernating
12696.0,70,49,851.91,3,3,3,333,Need_Attention
12698.0,226,16,339.75,1,2,2,122,Hibernating
12699.0,53,41,638.11,3,3,3,333,Need_Attention
12701.0,165,94,1648.7,2,4,4,244,At_Risk
12703.0,269,53,722.9799999999999,1,3,3,133,At_Risk
12705.0,19,265,4893.81,4,5,5,455,Loyal_Customers
12708.0,4,153,2601.19,5,5,5,555,Champions
12709.0,2,292,21356.82,5,5,5,555,Champions
12711.0,247,60,1339.0499999999997,1,3,4,134,At_Risk
12712.0,1,143,2797.53,5,5,5,555,Champions
12714.0,24,437,9384.85,4,5,5,455,Loyal_Customers
12717.0,226,16,277.93,1,2,2,122,Hibernating
12720.0,5,155,2478.9399999999996,5,5,5,555,Champions
12721.0,21,78,1356.95,4,4,4,444,Loyal_Customers
12724.0,19,76,1286.1100000000001,4,4,4,444,Loyal_Customers
12725.0,7,106,2266.7599999999998,5,4,5,545,Champions
12726.0,23,55,1405.5000000000002,4,3,4,434,Potential_Loyalists
12727.0,78,64,1698.8300000000002,2,4,4,244,At_Risk
12728.0,19,15,233.84,4,1,1,411,Promising
12730.0,157,47,829.2500000000001,2,3,3,233,At_Risk
12731.0,78,119,6879.800000000001,2,4,5,245,At_Risk
12733.0,25,135,2040.92,4,5,4,454,Loyal_Customers
12734.0,10,15,529.25,5,1,3,513,New_Customers
12737.0,134,2,3710.5,2,1,5,215,Hibernating
12738.0,8,11,155.35,5,1,1,511,New_Customers
12739.0,21,51,1713.69,4,3,4,434,Potential_Loyalists
12741.0,165,16,406.07,2,2,2,222,Hibernating
12742.0,261,67,1201.5200000000002,1,4,4,144,At_Risk
12744.0,95,117,4037.769999999999,2,4,5,245,At_Risk
12745.0,122,23,925.4100000000001,2,2,3,223,Hibernating
12746.0,176,17,254.55,2,2,2,222,Hibernating
12747.0,5,154,5080.530000000001,5,5,5,555,Champions
12748.0,1,2634,22879.659999999996,5,5,5,555,Champions
12749.0,35,139,2806.4800000000005,4,5,5,455,Loyal_Customers
12751.0,80,62,268.27,2,4,2,242,At_Risk
12755.0,1,60,5218.71,5,3,5,535,Potential_Loyalists
12758.0,95,216,7111.65,2,5,5,255,Cant_Loose
12759.0,22,207,3489.3,4,5,5,455,Loyal_Customers
12760.0,91,21,347.8,2,2,2,222,Hibernating
12761.0,93,27,782.9499999999999,2,2,3,223,Hibernating
12763.0,5,16,320.08000000000004,5,2,2,522,Potential_Loyalists
12765.0,108,68,1404.58,2,4,4,244,At_Risk
12766.0,2,145,3078.6499999999996,5,5,5,555,Champions
12767.0,11,43,949.82,5,3,3,533,Potential_Loyalists
12768.0,86,10,168.69000000000003,2,1,1,211,Hibernating
12770.0,92,16,1895.0,2,2,4,224,Hibernating
12771.0,121,15,282.3,2,1,2,212,Hibernating
12773.0,200,6,124.25,1,1,1,111,Hibernating
12774.0,171,6,98.7,2,1,1,211,Hibernating
12775.0,24,15,300.08,4,1,2,412,Promising
12776.0,303,4,55.5,1,1,1,111,Hibernating
12777.0,93,26,519.45,2,2,3,223,Hibernating
12778.0,32,64,953.45,4,4,3,443,Loyal_Customers
12779.0,7,128,2740.91,5,5,5,555,Champions
12780.0,234,20,337.3999999999999,1,2,2,122,Hibernating
12782.0,10,124,2287.32,5,4,5,545,Champions
12784.0,165,72,1230.3300000000002,2,4,4,244,At_Risk
12785.0,171,42,788.45,2,3,3,233,At_Risk
12786.0,245,18,728.5000000000001,1,2,3,123,Hibernating
12787.0,49,24,398.52,3,2,2,322,About_to_Sleep
12788.0,99,26,444.9,2,2,2,222,Hibernating
12789.0,148,4,181.5,2,1,1,211,Hibernating
12790.0,46,16,266.92999999999995,3,2,2,322,About_to_Sleep
12791.0,9,28,863.5100000000001,5,2,3,523,Potential_Loyalists
12792.0,170,22,426.46999999999997,2,2,2,222,Hibernating
12793.0,7,27,471.85,5,2,2,522,Potential_Loyalists
12796.0,264,7,381.0,1,1,2,112,Hibernating
12797.0,1,30,552.08,5,2,3,523,Potential_Loyalists
12798.0,57,25,1533.8899999999999,3,2,4,324,About_to_Sleep
12799.0,165,15,219.35000000000002,2,1,1,211,Hibernating
12800.0,106,34,584.25,2,3,3,233,At_Risk
12801.0,136,50,1071.8200000000002,2,3,4,234,At_Risk
12802.0,78,113,1988.84,2,4,4,244,At_Risk
12803.0,29,55,1092.8100000000002,4,3,4,434,Potential_Loyalists
12804.0,101,67,327.02,2,4,2,242,At_Risk
12805.0,17,58,1434.9499999999998,4,3,4,434,Potential_Loyalists
12806.0,71,67,2878.96,3,4,5,345,Loyal_Customers
12807.0,19,16,330.35,4,2,2,422,Potential_Loyalists
12808.0,4,26,422.45000000000005,5,2,2,522,Potential_Loyalists
12809.0,201,56,1266.63,1,3,4,134,At_Risk
12810.0,170,32,534.99,2,2,3,223,Hibernating
12811.0,14,25,519.05,5,2,3,523,Potential_Loyalists
12813.0,137,45,1687.8,2,3,4,234,At_Risk
12817.0,35,21,524.94,4,2,3,423,Potential_Loyalists
12819.0,94,19,540.52,2,2,3,223,Hibernating
12820.0,33,101,1747.18,4,4,4,444,Loyal_Customers
12821.0,247,7,128.08,1,1,1,111,Hibernating
12823.0,30,13,4742.0,4,1,5,415,Promising
12825.0,157,24,518.63,2,2,3,223,Hibernating
12826.0,1,75,1481.0300000000002,5,4,4,544,Champions
12829.0,186,8,92.30000000000001,1,1,1,111,Hibernating
12831.0,99,13,236.06,2,1,1,211,Hibernating
12835.0,63,620,6043.31,3,5,5,355,Loyal_Customers
12836.0,25,239,3972.76,4,5,5,455,Loyal_Customers
12837.0,205,80,554.3100000000001,1,4,3,143,At_Risk
12838.0,9,300,2715.35,5,5,5,555,Champions
12839.0,3,262,4480.3099999999995,5,5,5,555,Champions
12840.0,73,63,1315.1999999999998,2,4,4,244,At_Risk
12841.0,5,282,3518.33,5,5,5,555,Champions
12842.0,40,14,799.0000000000002,3,1,3,313,About_to_Sleep
12843.0,18,118,4886.15,4,4,5,445,Loyal_Customers
12844.0,78,51,322.64,2,3,2,232,At_Risk
12846.0,318,1,15.58,1,1,1,111,Hibernating
12847.0,23,35,765.36,4,3,3,433,Potential_Loyalists
12848.0,311,16,208.0,1,2,1,121,Hibernating
12849.0,17,97,2039.67,4,4,4,444,Loyal_Customers
12850.0,81,2,330.0,2,1,2,212,Hibernating
12851.0,113,30,148.95,2,2,1,221,Hibernating
12853.0,63,70,1950.4,3,4,4,344,Loyal_Customers
12854.0,197,155,1669.52,1,5,4,154,Cant_Loose
12855.0,8,67,612.8400000000001,5,4,3,543,Champions
12857.0,72,75,2581.6,2,4,5,245,At_Risk
12858.0,19,49,177.92,4,3,1,431,Potential_Loyalists
12859.0,94,21,575.0999999999999,2,2,3,223,Hibernating
12860.0,329,17,55.47,1,2,1,121,Hibernating
12861.0,255,4,68.25,1,1,1,111,Hibernating
12862.0,61,133,1008.32,3,5,4,354,Loyal_Customers
12863.0,15,43,2271.35,5,3,5,535,Potential_Loyalists
12864.0,144,4,152.45,2,1,1,211,Hibernating
12865.0,14,100,1755.24,5,4,4,544,Champions
12866.0,110,37,668.2299999999999,2,3,3,233,At_Risk
12867.0,33,525,3876.4700000000003,4,5,5,455,Loyal_Customers
12868.0,9,39,640.0000000000001,5,3,3,533,Potential_Loyalists
12869.0,317,37,337.6700000000001,1,3,2,132,At_Risk
12870.0,11,93,1676.9500000000003,5,4,4,544,Champions
12871.0,75,7,363.38,2,1,2,212,Hibernating
12872.0,1,370,3085.52,5,5,5,555,Champions
12873.0,33,31,1653.3000000000004,4,2,4,424,Potential_Loyalists
12874.0,21,48,948.42,4,3,3,433,Potential_Loyalists
12875.0,107,6,1013.76,2,1,4,214,Hibernating
12876.0,30,85,1863.77,4,4,4,444,Loyal_Customers
12877.0,37,123,1419.4,3,4,4,344,Loyal_Customers
12880.0,17,36,640.13,4,3,3,433,Potential_Loyalists
12887.0,19,13,222.4,4,1,1,411,Promising
12889.0,17,25,385.46000000000004,4,2,2,422,Potential_Loyalists
12890.0,23,57,336.79999999999995,4,3,2,432,Potential_Loyalists
12891.0,94,8,509.5,2,1,3,213,Hibernating
12892.0,32,18,263.38,4,2,2,422,Potential_Loyalists
12894.0,211,21,157.35,1,2,1,121,Hibernating
12897.0,17,10,297.75,4,1,2,412,Promising
12898.0,99,32,310.96,2,2,2,222,Hibernating
12899.0,49,17,366.4,3,2,2,322,About_to_Sleep
12900.0,58,13,340.33000000000004,3,1,2,312,About_to_Sleep
12903.0,64,41,833.5300000000001,3,3,3,333,Need_Attention
12905.0,212,54,1018.42,1,3,4,134,At_Risk
12907.0,31,25,508.90999999999997,4,2,3,423,Potential_Loyalists
12908.0,16,3,1026.0,4,1,4,414,Promising
12909.0,60,67,924.52,3,4,3,343,Loyal_Customers
12910.0,15,62,2721.48,5,4,5,545,Champions
12911.0,187,248,1680.4699999999998,1,5,4,154,Cant_Loose
12913.0,4,46,4217.230000000001,5,3,5,535,Potential_Loyalists
12914.0,36,9,223.98,4,1,1,411,Promising
12915.0,8,51,811.1000000000001,5,3,3,533,Potential_Loyalists
12916.0,78,77,1647.8699999999997,2,4,4,244,At_Risk
12917.0,36,48,3765.2,4,3,5,435,Potential_Loyalists
12918.0,262,1,10953.5,1,1,5,115,Hibernating
12920.0,207,32,323.86,1,2,2,122,Hibernating
12921.0,2,814,19333.949999999997,5,5,5,555,Champions
12923.0,26,33,612.9,4,3,3,433,Potential_Loyalists
12924.0,29,44,1535.7,4,3,4,434,Potential_Loyalists
12925.0,228,5,35.28,1,1,1,111,Hibernating
12926.0,47,274,1548.46,3,5,4,354,Loyal_Customers
12927.0,30,11,197.31,4,1,1,411,Promising
12928.0,14,95,2242.19,5,4,5,545,Champions
12931.0,16,136,50291.38,4,5,5,455,Loyal_Customers
12932.0,175,95,1698.56,2,4,4,244,At_Risk
12933.0,16,190,1079.5000000000002,4,5,4,454,Loyal_Customers
12934.0,372,2,181.65,1,1,1,111,Hibernating
12935.0,11,125,2083.16,5,4,4,544,Champions
12937.0,99,97,1593.34,2,4,4,244,At_Risk
12939.0,15,39,13683.0,5,3,5,535,Potential_Loyalists
12941.0,360,27,377.49000000000007,1,2,2,122,Hibernating
12942.0,1,16,258.75,5,2,2,522,Potential_Loyalists
12943.0,194,25,496.5,1,2,2,122,Hibernating
12945.0,292,28,437.16,1,2,2,122,Hibernating
12946.0,72,20,324.45,2,2,2,222,Hibernating
12947.0,9,17,304.03999999999996,5,2,2,522,Potential_Loyalists
12948.0,366,9,252.48000000000002,1,1,1,111,Hibernating
12949.0,18,500,11359.48,4,5,5,455,Loyal_Customers
12951.0,22,131,2149.65,4,5,5,455,Loyal_Customers
12953.0,158,31,498.96,2,2,2,222,Hibernating
12954.0,274,10,162.45,1,1,1,111,Hibernating
12956.0,320,23,413.82,1,2,2,122,Hibernating
12957.0,177,252,4689.43,1,5,5,155,Cant_Loose
12958.0,36,57,539.49,4,3,3,433,Potential_Loyalists
12959.0,120,8,150.95,2,1,1,211,Hibernating
12960.0,49,70,1322.0700000000004,3,4,4,344,Loyal_Customers
12961.0,15,40,211.99,5,3,1,531,Potential_Loyalists
12963.0,1,95,1744.96,5,4,4,544,Champions
12964.0,73,26,132.23999999999998,2,2,1,221,Hibernating
12967.0,7,61,2646.0199999999995,5,3,5,535,Potential_Loyalists
12969.0,238,5,122.45,1,1,1,111,Hibernating
12970.0,16,232,1072.73,4,5,4,454,Loyal_Customers
12971.0,2,120,4782.880000000001,5,4,5,545,Champions
12972.0,49,77,1161.2,3,4,4,344,Loyal_Customers
12973.0,49,6,385.55,3,1,2,312,About_to_Sleep
12974.0,201,24,264.15,1,2,2,122,Hibernating
12975.0,72,112,2100.09,2,4,4,244,At_Risk
12976.0,14,132,2417.7800000000007,5,5,5,555,Champions
12977.0,137,50,478.39,2,3,2,232,At_Risk
12978.0,21,163,2502.8199999999997,4,5,5,455,Loyal_Customers
12979.0,365,56,517.7,1,3,3,133,At_Risk
12980.0,22,32,8870.880000000001,4,2,5,425,Potential_Loyalists
12982.0,30,150,2354.2700000000004,4,5,5,455,Loyal_Customers
12983.0,234,30,490.08000000000004,1,2,2,122,Hibernating
12986.0,64,102,2729.84,3,4,5,345,Loyal_Customers
12987.0,56,38,753.51,3,3,3,333,Need_Attention
12989.0,60,33,6627.64,3,3,5,335,Need_Attention
12990.0,53,14,546.0,3,1,3,313,About_to_Sleep
12991.0,25,14,261.05999999999995,4,1,2,412,Promising
12992.0,361,6,93.35000000000001,1,1,1,111,Hibernating
12993.0,81,49,844.87,2,3,3,233,At_Risk
12996.0,11,22,355.5,5,2,2,522,Potential_Loyalists
12997.0,30,48,884.02,4,3,3,433,Potential_Loyalists
12998.0,128,58,920.0799999999999,2,3,3,233,At_Risk
13000.0,361,31,497.6500000000001,1,2,2,122,Hibernating
13001.0,40,687,14353.279999999999,3,5,5,355,Loyal_Customers
13002.0,52,16,293.18,3,2,2,322,About_to_Sleep
13004.0,22,411,5994.9400000000005,4,5,5,455,Loyal_Customers
13005.0,67,30,485.98,3,2,2,322,About_to_Sleep
13007.0,215,11,175.25,1,1,1,111,Hibernating
13008.0,33,21,382.66,4,2,2,422,Potential_Loyalists
13009.0,308,4,234.0,1,1,1,111,Hibernating
13010.0,10,12,330.12,5,1,2,512,New_Customers
13011.0,8,3,50.550000000000004,5,1,1,511,New_Customers
13012.0,65,65,1310.99,3,4,4,344,Loyal_Customers
13013.0,7,335,7814.83,5,5,5,555,Champions
13014.0,68,115,1914.8,3,4,4,344,Loyal_Customers
13015.0,74,173,3240.14,2,5,5,255,Cant_Loose
13018.0,49,145,2485.46,3,5,5,355,Loyal_Customers
13019.0,15,55,1229.95,5,3,4,534,Potential_Loyalists
13020.0,198,39,618.96,1,3,3,133,At_Risk
13021.0,10,126,2270.8599999999997,5,4,5,545,Champions
13022.0,65,5,65.3,3,1,1,311,About_to_Sleep
13023.0,164,36,759.1300000000001,2,3,3,233,At_Risk
13024.0,106,31,555.8699999999999,2,2,3,223,Hibernating
13025.0,367,13,323.39,1,1,2,112,Hibernating
13026.0,124,42,757.7200000000001,2,3,3,233,At_Risk
13027.0,21,60,10423.199999999999,4,3,5,435,Potential_Loyalists
13029.0,10,7,679.8,5,1,3,513,New_Customers
13030.0,4,60,427.7399999999999,5,3,2,532,Potential_Loyalists
13031.0,43,435,3419.27,3,5,5,355,Loyal_Customers
13032.0,28,141,1833.37,4,5,4,454,Loyal_Customers
13033.0,65,2,30.0,3,1,1,311,About_to_Sleep
